i	Addr	Addr	Data	Data
1398	000015d8	5592	00008eb7	36535
1399	000015dc	5596	484e8e93	1213107859
1400	000015e0	5600	2b100193	722469267
1401	000015e4	5604	01df0463	31392867
1402	000015e8	5608	7800106f	2013270127
1403	000015ec	5612	212120b7	555819191
1404	000015f0	5616	12108093	303071379
1405	000015f4	5620	01f00113	32506131
1406	000015f8	5624	0020df33	2154291
1407	000015fc	5628	00000e93	3731
1408	00001600	5632	2b200193	723517843
1409	00001604	5636	01df0463	31392867
1410	00001608	5640	7600106f	1979715695
1411	0000160c	5644	212120b7	555819191
1412	00001610	5648	12108093	303071379
1413	00001614	5652	fc000113	4227858707
1414	00001618	5656	0020df33	2154291
1415	0000161c	5660	21212eb7	555822775
1416	00001620	5664	121e8e93	303992467
1417	00001624	5668	2b300193	724566419
1418	00001628	5672	01df0463	31392867
1419	0000162c	5676	73c0106f	1941966959
1420	00001630	5680	212120b7	555819191
1421	00001634	5684	12108093	303071379
1422	00001638	5688	fc100113	4228907283
1423	0000163c	5692	0020df33	2154291
1424	00001640	5696	10909eb7	277913271
1425	00001644	5700	090e8e93	151948947
1426	00001648	5704	2b400193	725614995
1427	0000164c	5708	01df0463	31392867
1428	00001650	5712	7180106f	1904218223
1429	00001654	5716	212120b7	555819191
1430	00001658	5720	12108093	303071379
1431	0000165c	5724	fc700113	4235198739
1432	00001660	5728	0020df33	2154291
1433	00001664	5732	00424eb7	4345527
1434	00001668	5736	242e8e93	607030931
1435	0000166c	5740	2b500193	726663571
1436	00001670	5744	01df0463	31392867
1437	00001674	5748	6f40106f	1866469487
1438	00001678	5752	212120b7	555819191
1439	0000167c	5756	12108093	303071379
1440	00001680	5760	fce00113	4242538771
1441	00001684	5764	0020df33	2154291
1442	00001688	5768	00008eb7	36535
1443	0000168c	5772	484e8e93	1213107859
1444	00001690	5776	2b600193	727712147
1445	00001694	5780	01df0463	31392867
1446	00001698	5784	6d00106f	1828720751
1447	0000169c	5788	212120b7	555819191
1448	000016a0	5792	12108093	303071379
1449	000016a4	5796	fff00113	4293918995
1450	000016a8	5800	0020df33	2154291
1451	000016ac	5804	00000e93	3731
1452	000016b0	5808	2b700193	728760723
1453	000016b4	5812	01df0463	31392867
1454	000016b8	5816	6b00106f	1795166319
1455	000016bc	5820	800000b7	2147483831
1456	000016c0	5824	00700113	7340307
1457	000016c4	5828	0020d0b3	2150579
1458	000016c8	5832	01000eb7	16780983
1459	000016cc	5836	2b800193	729809299
1460	000016d0	5840	01d08463	30442595
1461	000016d4	5844	6940106f	1765806191
1462	000016d8	5848	800000b7	2147483831
1463	000016dc	5852	00e00113	14680339
1464	000016e0	5856	0020d133	2150707
1465	000016e4	5860	00020eb7	134839
1466	000016e8	5864	2b900193	730857875
1467	000016ec	5868	01d10463	30475363
1468	000016f0	5872	6780106f	1736446063
1469	000016f4	5876	00700093	7340179
1470	000016f8	5880	0010d0b3	1102003
1471	000016fc	5884	00000e93	3731
1472	00001700	5888	2ba00193	731906451
1473	00001704	5892	01d08463	30442595
1474	00001708	5896	6600106f	1711280239
1475	0000170c	5900	00000213	 531
1476	00001710	5904	800000b7	2147483831
1477	00001714	5908	00700113	7340307
1478	00001718	5912	0020df33	2154291
1479	0000171c	5916	000f0313	983827
1480	00001720	5920	00120213	1180179
1481	00001724	5924	00200293	2097811
1482	00001728	5928	fe5214e3	4266792163
1483	0000172c	5932	01000eb7	16780983
1484	00001730	5936	2bb00193	732955027
1485	00001734	5940	01d30463	30606435
1486	00001738	5944	6300106f	1660948591
1487	0000173c	5948	00000213	 531
1488	00001740	5952	800000b7	2147483831
1489	00001744	5956	00e00113	14680339
1490	00001748	5960	0020df33	2154291
1491	0000174c	5964	00000013	  19
1492	00001750	5968	000f0313	983827
1493	00001754	5972	00120213	1180179
1494	00001758	5976	00200293	2097811
1495	0000175c	5980	fe5212e3	4266791651
1496	00001760	5984	00020eb7	134839
1497	00001764	5988	2bc00193	734003603
1498	00001768	5992	01d30463	30606435
1499	0000176c	5996	5fc0106f	1606422639
1500	00001770	6000	00000213	 531
1501	00001774	6004	800000b7	2147483831
1502	00001778	6008	01f00113	32506131
1503	0000177c	6012	0020df33	2154291
1504	00001780	6016	00000013	  19
1505	00001784	6020	00000013	  19
1506	00001788	6024	000f0313	983827
1507	0000178c	6028	00120213	1180179
1508	00001790	6032	00200293	2097811
1509	00001794	6036	fe5210e3	4266791139
1510	00001798	6040	00100e93	1052307
1511	0000179c	6044	2bd00193	735052179
1512	000017a0	6048	01d30463	30606435
1513	000017a4	6052	5c40106f	1547702383
1514	000017a8	6056	00000213	 531
1515	000017ac	6060	800000b7	2147483831
1516	000017b0	6064	00700113	7340307
1517	000017b4	6068	0020df33	2154291
1518	000017b8	6072	00120213	1180179
1519	000017bc	6076	00200293	2097811
1520	000017c0	6080	fe5216e3	4266792675
1521	000017c4	6084	01000eb7	16780983
1522	000017c8	6088	2be00193	736100755
1523	000017cc	6092	01df0463	31392867
1524	000017d0	6096	5980106f	1501565039
1525	000017d4	6100	00000213	 531
1526	000017d8	6104	800000b7	2147483831
1527	000017dc	6108	00e00113	14680339
1528	000017e0	6112	00000013	  19
1529	000017e4	6116	0020df33	2154291
1530	000017e8	6120	00120213	1180179
1531	000017ec	6124	00200293	2097811
1532	000017f0	6128	fe5214e3	4266792163
1533	000017f4	6132	00020eb7	134839
1534	000017f8	6136	2bf00193	737149331
1535	000017fc	6140	01df0463	31392867
1536	00001800	6144	5680106f	1451233391
1537	00001804	6148	00000213	 531
1538	00001808	6152	800000b7	2147483831
1539	0000180c	6156	01f00113	32506131
1540	00001810	6160	00000013	  19
1541	00001814	6164	00000013	  19
1542	00001818	6168	0020df33	2154291
1543	0000181c	6172	00120213	1180179
1544	00001820	6176	00200293	2097811
1545	00001824	6180	fe5212e3	4266791651
1546	00001828	6184	00100e93	1052307
1547	0000182c	6188	2c000193	738197907
1548	00001830	6192	01df0463	31392867
1549	00001834	6196	5340106f	1396707439
1550	00001838	6200	00000213	 531
1551	0000183c	6204	800000b7	2147483831
1552	00001840	6208	00000013	  19
1553	00001844	6212	00700113	7340307
1554	00001848	6216	0020df33	2154291
1555	0000184c	6220	00120213	1180179
1556	00001850	6224	00200293	2097811
1557	00001854	6228	fe5214e3	4266792163
1558	00001858	6232	01000eb7	16780983
1559	0000185c	6236	2c100193	739246483
1560	00001860	6240	01df0463	31392867
1561	00001864	6244	5040106f	1346375791
1562	00001868	6248	00000213	 531
1563	0000186c	6252	800000b7	2147483831
1564	00001870	6256	00000013	  19
1565	00001874	6260	00e00113	14680339
1566	00001878	6264	00000013	  19
1567	0000187c	6268	0020df33	2154291
1568	00001880	6272	00120213	1180179
1569	00001884	6276	00200293	2097811
1570	00001888	6280	fe5212e3	4266791651
1571	0000188c	6284	00020eb7	134839
1572	00001890	6288	2c200193	740295059
1573	00001894	6292	01df0463	31392867
1574	00001898	6296	4d00106f	1291849839
1575	0000189c	6300	00000213	 531
1576	000018a0	6304	800000b7	2147483831
1577	000018a4	6308	00000013	  19
1578	000018a8	6312	00000013	  19
1579	000018ac	6316	01f00113	32506131
1580	000018b0	6320	0020df33	2154291
1581	000018b4	6324	00120213	1180179
1582	000018b8	6328	00200293	2097811
1583	000018bc	6332	fe5212e3	4266791651
1584	000018c0	6336	00100e93	1052307
1585	000018c4	6340	2c300193	741343635
1586	000018c8	6344	01df0463	31392867
1587	000018cc	6348	49c0106f	1237323887
1588	000018d0	6352	00000213	 531
1589	000018d4	6356	00700113	7340307
1590	000018d8	6360	800000b7	2147483831
1591	000018dc	6364	0020df33	2154291
1592	000018e0	6368	00120213	1180179
1593	000018e4	6372	00200293	2097811
1594	000018e8	6376	fe5216e3	4266792675
1595	000018ec	6380	01000eb7	16780983
1596	000018f0	6384	2c400193	742392211
1597	000018f4	6388	01df0463	31392867
1598	000018f8	6392	4700106f	1191186543
1599	000018fc	6396	00000213	 531
1600	00001900	6400	00e00113	14680339
1601	00001904	6404	800000b7	2147483831
1602	00001908	6408	00000013	  19
1603	0000190c	6412	0020df33	2154291
1604	00001910	6416	00120213	1180179
1605	00001914	6420	00200293	2097811
1606	00001918	6424	fe5214e3	4266792163
1607	0000191c	6428	00020eb7	134839
1608	00001920	6432	2c500193	743440787
1609	00001924	6436	01df0463	31392867
1610	00001928	6440	4400106f	1140854895
1611	0000192c	6444	00000213	 531
1612	00001930	6448	01f00113	32506131
1613	00001934	6452	800000b7	2147483831
1614	00001938	6456	00000013	  19
1615	0000193c	6460	00000013	  19
1616	00001940	6464	0020df33	2154291
1617	00001944	6468	00120213	1180179
1618	00001948	6472	00200293	2097811
1619	0000194c	6476	fe5212e3	4266791651
1620	00001950	6480	00100e93	1052307
1621	00001954	6484	2c600193	744489363
1622	00001958	6488	01df0463	31392867
1623	0000195c	6492	40c0106f	1086328943
1624	00001960	6496	00000213	 531
1625	00001964	6500	00700113	7340307
1626	00001968	6504	00000013	  19
1627	0000196c	6508	800000b7	2147483831
1628	00001970	6512	0020df33	2154291
1629	00001974	6516	00120213	1180179
1630	00001978	6520	00200293	2097811
1631	0000197c	6524	fe5214e3	4266792163
1632	00001980	6528	01000eb7	16780983
1633	00001984	6532	2c700193	745537939
1634	00001988	6536	01df0463	31392867
1635	0000198c	6540	3dc0106f	1035997295
1636	00001990	6544	00000213	 531
1637	00001994	6548	00e00113	14680339
1638	00001998	6552	00000013	  19
1639	0000199c	6556	800000b7	2147483831
1640	000019a0	6560	00000013	  19
1641	000019a4	6564	0020df33	2154291
1642	000019a8	6568	00120213	1180179
1643	000019ac	6572	00200293	2097811
1644	000019b0	6576	fe5212e3	4266791651
1645	000019b4	6580	00020eb7	134839
1646	000019b8	6584	2c800193	746586515
1647	000019bc	6588	01df0463	31392867
1648	000019c0	6592	3a80106f	981471343
1649	000019c4	6596	00000213	 531
1650	000019c8	6600	01f00113	32506131
1651	000019cc	6604	00000013	  19
1652	000019d0	6608	00000013	  19
1653	000019d4	6612	800000b7	2147483831
1654	000019d8	6616	0020df33	2154291
1655	000019dc	6620	00120213	1180179
1656	000019e0	6624	00200293	2097811
1657	000019e4	6628	fe5212e3	4266791651
1658	000019e8	6632	00100e93	1052307
1659	000019ec	6636	2c900193	747635091
1660	000019f0	6640	01df0463	31392867
1661	000019f4	6644	3740106f	926945391
1662	000019f8	6648	00f00093	15728787
1663	000019fc	6652	00105133	1069363
1664	00001a00	6656	00000e93	3731
1665	00001a04	6660	2ca00193	748683667
1666	00001a08	6664	01d10463	30475363
1667	00001a0c	6668	35c0106f	901779567
1668	00001a10	6672	02000093	33554579
1669	00001a14	6676	0000d133	53555
1670	00001a18	6680	02000e93	33558163
1671	00001a1c	6684	2cb00193	749732243
1672	00001a20	6688	01d10463	30475363
1673	00001a24	6692	3440106f	876613743
1674	00001a28	6696	000050b3	20659
1675	00001a2c	6700	00000e93	3731
1676	00001a30	6704	2cc00193	750780819
1677	00001a34	6708	01d08463	30442595
1678	00001a38	6712	3300106f	855642223
1679	00001a3c	6716	40000093	1073741971
1680	00001a40	6720	00001137	4407
1681	00001a44	6724	80010113	2147549459
1682	00001a48	6728	0020d033	2150451
1683	00001a4c	6732	00000e93	3731
1684	00001a50	6736	2cd00193	751829395
1685	00001a54	6740	01d00463	30409827
1686	00001a58	6744	3100106f	822087791
1687	00001a5c	6748	800000b7	2147483831
1688	00001a60	6752	00000113	 275
1689	00001a64	6756	0020df33	2154291
1690	00001a68	6760	80000eb7	2147487415
1691	00001a6c	6764	2ce00193	752877971
1692	00001a70	6768	01df0463	31392867
1693	00001a74	6772	2f40106f	792727663
1694	00001a78	6776	800000b7	2147483831
1695	00001a7c	6780	00100113	1048851
1696	00001a80	6784	0020df33	2154291
1697	00001a84	6788	40000eb7	1073745591
1698	00001a88	6792	2cf00193	753926547
1699	00001a8c	6796	01df0463	31392867
1700	00001a90	6800	2d80106f	763367535
1701	00001a94	6804	800000b7	2147483831
1702	00001a98	6808	00700113	7340307
1703	00001a9c	6812	0020df33	2154291
1704	00001aa0	6816	01000eb7	16780983
1705	00001aa4	6820	2d000193	754975123
1706	00001aa8	6824	01df0463	31392867
1707	00001aac	6828	2bc0106f	734007407
1708	00001ab0	6832	800000b7	2147483831
1709	00001ab4	6836	00e00113	14680339
1710	00001ab8	6840	0020df33	2154291
1711	00001abc	6844	00020eb7	134839
1712	00001ac0	6848	2d100193	756023699
1713	00001ac4	6852	01df0463	31392867
1714	00001ac8	6856	2a00106f	704647279
1715	00001acc	6860	800000b7	2147483831
1716	00001ad0	6864	00108093	1081491
1717	00001ad4	6868	01f00113	32506131
1718	00001ad8	6872	0020df33	2154291
1719	00001adc	6876	00100e93	1052307
1720	00001ae0	6880	2d200193	757072275
1721	00001ae4	6884	01df0463	31392867
1722	00001ae8	6888	2800106f	671092847
1723	00001aec	6892	fff00093	4293918867
1724	00001af0	6896	00000113	 275
1725	00001af4	6900	0020df33	2154291
1726	00001af8	6904	fff00e93	4293922451
1727	00001afc	6908	2d300193	758120851
1728	00001b00	6912	01df0463	31392867
1729	00001b04	6916	2640106f	641732719
1730	00001b08	6920	fff00093	4293918867
1731	00001b0c	6924	00100113	1048851
1732	00001b10	6928	0020df33	2154291
1733	00001b14	6932	80000eb7	2147487415
1734	00001b18	6936	fffe8e93	4294872723
1735	00001b1c	6940	2d400193	759169427
1736	00001b20	6944	01df0463	31392867
1737	00001b24	6948	2440106f	608178287
1738	00001b28	6952	fff00093	4293918867
1739	00001b2c	6956	00700113	7340307
1740	00001b30	6960	0020df33	2154291
1741	00001b34	6964	02000eb7	33558199
1742	00001b38	6968	fffe8e93	4294872723
1743	00001b3c	6972	2d500193	760218003
1744	00001b40	6976	01df0463	31392867
1745	00001b44	6980	2240106f	574623855
1746	00001b48	6984	fff00093	4293918867
1747	00001b4c	6988	00e00113	14680339
1748	00001b50	6992	0020df33	2154291
1749	00001b54	6996	00040eb7	265911
1750	00001b58	7000	fffe8e93	4294872723
1751	00001b5c	7004	2d600193	761266579
1752	00001b60	7008	01df0463	31392867
1753	00001b64	7012	2040106f	541069423
1754	00001b68	7016	fff00093	4293918867
1755	00001b6c	7020	01f00113	32506131
1756	00001b70	7024	0020df33	2154291
1757	00001b74	7028	00100e93	1052307
1758	00001b78	7032	2d700193	762315155
1759	00001b7c	7036	01df0463	31392867
1760	00001b80	7040	1e80106f	511709295
1761	00001b84	7044	212120b7	555819191
1762	00001b88	7048	12108093	303071379
1763	00001b8c	7052	00000113	 275
1764	00001b90	7056	0020df33	2154291
1765	00001b94	7060	21212eb7	555822775
1766	00001b98	7064	121e8e93	303992467
1767	00001b9c	7068	2d800193	763363731
1768	00001ba0	7072	01df0463	31392867
1769	00001ba4	7076	1c40106f	473960559
1770	00001ba8	7080	212120b7	555819191
1771	00001bac	7084	12108093	303071379
1772	00001bb0	7088	00100113	1048851
1773	00001bb4	7092	0020df33	2154291
1774	00001bb8	7096	10909eb7	277913271
1775	00001bbc	7100	090e8e93	151948947
1776	00001bc0	7104	2d900193	764412307
1777	00001bc4	7108	01df0463	31392867
1778	00001bc8	7112	1a00106f	436211823
1779	00001bcc	7116	212120b7	555819191
1780	00001bd0	7120	12108093	303071379
1781	00001bd4	7124	00700113	7340307
1782	00001bd8	7128	0020df33	2154291
1783	00001bdc	7132	00424eb7	4345527
1784	00001be0	7136	242e8e93	607030931
1785	00001be4	7140	2da00193	765460883
1786	00001be8	7144	01df0463	31392867
1787	00001bec	7148	17c0106f	398463087
1788	00001bf0	7152	212120b7	555819191
1789	00001bf4	7156	12108093	303071379
1790	00001bf8	7160	00e00113	14680339
1791	00001bfc	7164	0020df33	2154291
1792	00001c00	7168	00008eb7	36535
1793	00001c04	7172	484e8e93	1213107859
1794	00001c08	7176	2db00193	766509459
1795	00001c0c	7180	01df0463	31392867
1796	00001c10	7184	1580106f	360714351
1797	00001c14	7188	212120b7	555819191
1798	00001c18	7192	12108093	303071379
1799	00001c1c	7196	01f00113	32506131
1800	00001c20	7200	0020df33	2154291
1801	00001c24	7204	00000e93	3731
1802	00001c28	7208	2dc00193	767558035
1803	00001c2c	7212	01df0463	31392867
1804	00001c30	7216	1380106f	327159919
1805	00001c34	7220	800000b7	2147483831
1806	00001c38	7224	0070d093	7393427
1807	00001c3c	7228	01000eb7	16780983
1808	00001c40	7232	2dd00193	768606611
1809	00001c44	7236	01d08463	30442595
1810	00001c48	7240	1200106f	301994095
1811	00001c4c	7244	00000213	 531
1812	00001c50	7248	800000b7	2147483831
1813	00001c54	7252	0070df13	7397139
1814	00001c58	7256	000f0313	983827
1815	00001c5c	7260	00120213	1180179
1816	00001c60	7264	00200293	2097811
1817	00001c64	7268	fe5216e3	4266792675
1818	00001c68	7272	01000eb7	16780983
1819	00001c6c	7276	2de00193	769655187
1820	00001c70	7280	01d30463	30606435
1821	00001c74	7284	0f40106f	255856751
1822	00001c78	7288	00000213	 531
1823	00001c7c	7292	800000b7	2147483831
1824	00001c80	7296	00e0df13	14737171
1825	00001c84	7300	00000013	  19
1826	00001c88	7304	000f0313	983827
1827	00001c8c	7308	00120213	1180179
1828	00001c90	7312	00200293	2097811
1829	00001c94	7316	fe5214e3	4266792163
1830	00001c98	7320	00020eb7	134839
1831	00001c9c	7324	2df00193	770703763
1832	00001ca0	7328	01d30463	30606435
1833	00001ca4	7332	0c40106f	205525103
1834	00001ca8	7336	00000213	 531
1835	00001cac	7340	800000b7	2147483831
1836	00001cb0	7344	00108093	1081491
1837	00001cb4	7348	01f0df13	32562963
1838	00001cb8	7352	00000013	  19
1839	00001cbc	7356	00000013	  19
1840	00001cc0	7360	000f0313	983827
1841	00001cc4	7364	00120213	1180179
1842	00001cc8	7368	00200293	2097811
1843	00001ccc	7372	fe5210e3	4266791139
1844	00001cd0	7376	00100e93	1052307
1845	00001cd4	7380	2e000193	771752339
1846	00001cd8	7384	01d30463	30606435
1847	00001cdc	7388	08c0106f	146804847
1848	00001ce0	7392	00000213	 531
1849	00001ce4	7396	800000b7	2147483831
1850	00001ce8	7400	0070df13	7397139
1851	00001cec	7404	00120213	1180179
1852	00001cf0	7408	00200293	2097811
1853	00001cf4	7412	fe5218e3	4266793187
1854	00001cf8	7416	01000eb7	16780983
1855	00001cfc	7420	2e100193	772800915
1856	00001d00	7424	01df0463	31392867
1857	00001d04	7428	0640106f	104861807
1858	00001d08	7432	00000213	 531
1859	00001d0c	7436	800000b7	2147483831
1860	00001d10	7440	00000013	  19
1861	00001d14	7444	00e0df13	14737171
1862	00001d18	7448	00120213	1180179
1863	00001d1c	7452	00200293	2097811
1864	00001d20	7456	fe5216e3	4266792675
1865	00001d24	7460	00020eb7	134839
1866	00001d28	7464	2e200193	773849491
1867	00001d2c	7468	01df0463	31392867
1868	00001d30	7472	0380106f	58724463
1869	00001d34	7476	00000213	 531
1870	00001d38	7480	800000b7	2147483831
1871	00001d3c	7484	00108093	1081491
1872	00001d40	7488	00000013	  19
1873	00001d44	7492	00000013	  19
1874	00001d48	7496	01f0df13	32562963
1875	00001d4c	7500	00120213	1180179
1876	00001d50	7504	00200293	2097811
1877	00001d54	7508	fe5212e3	4266791651
1878	00001d58	7512	00100e93	1052307
1879	00001d5c	7516	2e300193	774898067
1880	00001d60	7520	01df0463	31392867
1881	00001d64	7524	0040106f	4198511
1882	00001d68	7528	00405093	4214931
1883	00001d6c	7532	00000e93	3731
1884	00001d70	7536	2e400193	775946643
1885	00001d74	7540	7fd09ae3	2144377571
1886	00001d78	7544	02100093	34603155
1887	00001d7c	7548	00a0d013	10539027
1888	00001d80	7552	00000e93	3731
1889	00001d84	7556	2e500193	776995219
1890	00001d88	7560	7fd010e3	2144342243
1891	00001d8c	7564	00000093	 147
1892	00001d90	7568	00000113	 275
1893	00001d94	7572	40208f33	1075875635
1894	00001d98	7576	00000e93	3731
1895	00001d9c	7580	2e600193	778043795
1896	00001da0	7584	7ddf14e3	2111771875
1897	00001da4	7588	00100093	1048723
1898	00001da8	7592	00100113	1048851
1899	00001dac	7596	40208f33	1075875635
1900	00001db0	7600	00000e93	3731
1901	00001db4	7604	2e700193	779092371
1902	00001db8	7608	7bdf18e3	2078218467
1903	00001dbc	7612	00300093	3145875
1904	00001dc0	7616	00700113	7340307
1905	00001dc4	7620	40208f33	1075875635
1906	00001dc8	7624	ffc00e93	4290776723
1907	00001dcc	7628	2e800193	780140947
1908	00001dd0	7632	79df1ce3	2044665059
1909	00001dd4	7636	00000093	 147
1910	00001dd8	7640	ffff8137	4294934839
1911	00001ddc	7644	40208f33	1075875635
1912	00001de0	7648	00008eb7	36535
1913	00001de4	7652	2e900193	781189523
1914	00001de8	7656	79df10e3	2044661987
1915	00001dec	7660	800000b7	2147483831
1916	00001df0	7664	00000113	 275
1917	00001df4	7668	40208f33	1075875635
1918	00001df8	7672	80000eb7	2147487415
1919	00001dfc	7676	2ea00193	782238099
1920	00001e00	7680	77df14e3	2011108579
1921	00001e04	7684	800000b7	2147483831
1922	00001e08	7688	ffff8137	4294934839
1923	00001e0c	7692	40208f33	1075875635
1924	00001e10	7696	80008eb7	2147520183
1925	00001e14	7700	2eb00193	783286675
1926	00001e18	7704	75df18e3	1977555171
1927	00001e1c	7708	00000093	 147
1928	00001e20	7712	00008137	33079
1929	00001e24	7716	fff10113	4293984531
1930	00001e28	7720	40208f33	1075875635
1931	00001e2c	7724	ffff8eb7	4294938295
1932	00001e30	7728	001e8e93	2002579
1933	00001e34	7732	2ec00193	784335251
1934	00001e38	7736	73df18e3	1944000739
1935	00001e3c	7740	800000b7	2147483831
1936	00001e40	7744	fff08093	4293951635
1937	00001e44	7748	00000113	 275
1938	00001e48	7752	40208f33	1075875635
1939	00001e4c	7756	80000eb7	2147487415
1940	00001e50	7760	fffe8e93	4294872723
1941	00001e54	7764	2ed00193	785383827
1942	00001e58	7768	71df18e3	1910446307
1943	00001e5c	7772	800000b7	2147483831
1944	00001e60	7776	fff08093	4293951635
1945	00001e64	7780	00008137	33079
1946	00001e68	7784	fff10113	4293984531
1947	00001e6c	7788	40208f33	1075875635
1948	00001e70	7792	7fff8eb7	2147454647
1949	00001e74	7796	2ee00193	786432403
1950	00001e78	7800	6fdf18e3	1876891875
1951	00001e7c	7804	800000b7	2147483831
1952	00001e80	7808	00008137	33079
1953	00001e84	7812	fff10113	4293984531
1954	00001e88	7816	40208f33	1075875635
1955	00001e8c	7820	7fff8eb7	2147454647
1956	00001e90	7824	001e8e93	2002579
1957	00001e94	7828	2ef00193	787480979
1958	00001e98	7832	6ddf18e3	1843337443
1959	00001e9c	7836	800000b7	2147483831
1960	00001ea0	7840	fff08093	4293951635
1961	00001ea4	7844	ffff8137	4294934839
1962	00001ea8	7848	40208f33	1075875635
1963	00001eac	7852	80008eb7	2147520183
1964	00001eb0	7856	fffe8e93	4294872723
1965	00001eb4	7860	2f000193	788529555
1966	00001eb8	7864	6bdf18e3	1809783011
1967	00001ebc	7868	00000093	 147
1968	00001ec0	7872	fff00113	4293918995
1969	00001ec4	7876	40208f33	1075875635
1970	00001ec8	7880	00100e93	1052307
1971	00001ecc	7884	2f100193	789578131
1972	00001ed0	7888	69df1ce3	1776229603
1973	00001ed4	7892	fff00093	4293918867
1974	00001ed8	7896	00100113	1048851
1975	00001edc	7900	40208f33	1075875635
1976	00001ee0	7904	ffe00e93	4292873875
1977	00001ee4	7908	2f200193	790626707
1978	00001ee8	7912	69df10e3	1776226531
1979	00001eec	7916	fff00093	4293918867
1980	00001ef0	7920	fff00113	4293918995
1981	00001ef4	7924	40208f33	1075875635
1982	00001ef8	7928	00000e93	3731
1983	00001efc	7932	2f300193	791675283
1984	00001f00	7936	67df14e3	1742673123
1985	00001f04	7940	00d00093	13631635
1986	00001f08	7944	00b00113	11534611
1987	00001f0c	7948	402080b3	1075871923
1988	00001f10	7952	00200e93	2100883
1989	00001f14	7956	2f400193	792723859
1990	00001f18	7960	65d098e3	1708169443
1991	00001f1c	7964	00e00093	14680211
1992	00001f20	7968	00b00113	11534611
1993	00001f24	7972	40208133	1075872051
1994	00001f28	7976	00300e93	3149459
1995	00001f2c	7980	2f500193	793772435
1996	00001f30	7984	63d11ce3	1674648803
1997	00001f34	7988	00d00093	13631635
1998	00001f38	7992	401080b3	1074823347
1999	00001f3c	7996	00000e93	3731
2000	00001f40	8000	2f600193	794821011
2001	00001f44	8004	63d092e3	1674613475
2002	00001f48	8008	00000213	 531
2003	00001f4c	8012	00d00093	13631635
2004	00001f50	8016	00b00113	11534611
2005	00001f54	8020	40208f33	1075875635
2006	00001f58	8024	000f0313	983827
2007	00001f5c	8028	00120213	1180179
2008	00001f60	8032	00200293	2097811
2009	00001f64	8036	fe5214e3	4266792163
2010	00001f68	8040	00200e93	2100883
2011	00001f6c	8044	2f700193	795869587
2012	00001f70	8048	5fd31ce3	1607671011
2013	00001f74	8052	00000213	 531
2014	00001f78	8056	00e00093	14680211
2015	00001f7c	8060	00b00113	11534611
2016	00001f80	8064	40208f33	1075875635
2017	00001f84	8068	00000013	  19
2018	00001f88	8072	000f0313	983827
2019	00001f8c	8076	00120213	1180179
2020	00001f90	8080	00200293	2097811
2021	00001f94	8084	fe5212e3	4266791651
2022	00001f98	8088	00300e93	3149459
2023	00001f9c	8092	2f800193	796918163
2024	00001fa0	8096	5dd314e3	1574114531
2025	00001fa4	8100	00000213	 531
2026	00001fa8	8104	00f00093	15728787
2027	00001fac	8108	00b00113	11534611
2028	00001fb0	8112	40208f33	1075875635
2029	00001fb4	8116	00000013	  19
2030	00001fb8	8120	00000013	  19
2031	00001fbc	8124	000f0313	983827
2032	00001fc0	8128	00120213	1180179
2033	00001fc4	8132	00200293	2097811
2034	00001fc8	8136	fe5210e3	4266791139
2035	00001fcc	8140	00400e93	4198035
2036	00001fd0	8144	2f900193	797966739
2037	00001fd4	8148	59d31ae3	1507007203
2038	00001fd8	8152	00000213	 531
2039	00001fdc	8156	00d00093	13631635
2040	00001fe0	8160	00b00113	11534611
2041	00001fe4	8164	40208f33	1075875635
2042	00001fe8	8168	00120213	1180179
2043	00001fec	8172	00200293	2097811
2044	00001ff0	8176	fe5216e3	4266792675
2045	00001ff4	8180	00200e93	2100883
2046	00001ff8	8184	2fa00193	799015315
2047	00001ffc	8188	57df16e3	1474238179
2048	00002000	8192	00000213	 531
2049	00002004	8196	00e00093	14680211
2050	00002008	8200	00b00113	11534611
2051	0000200c	8204	00000013	  19
2052	00002010	8208	40208f33	1075875635
2053	00002014	8212	00120213	1180179
2054	00002018	8216	00200293	2097811
2055	0000201c	8220	fe5214e3	4266792163
2056	00002020	8224	00300e93	3149459
2057	00002024	8228	2fb00193	800063891
2058	00002028	8232	55df10e3	1440682211
2059	0000202c	8236	00000213	 531
2060	00002030	8240	00f00093	15728787
2061	00002034	8244	00b00113	11534611
2062	00002038	8248	00000013	  19
2063	0000203c	8252	00000013	  19
2064	00002040	8256	40208f33	1075875635
2065	00002044	8260	00120213	1180179
2066	00002048	8264	00200293	2097811
2067	0000204c	8268	fe5212e3	4266791651
2068	00002050	8272	00400e93	4198035
2069	00002054	8276	2fc00193	801112467
2070	00002058	8280	51df18e3	1373575395
2071	0000205c	8284	00000213	 531
2072	00002060	8288	00d00093	13631635
2073	00002064	8292	00000013	  19
2074	00002068	8296	00b00113	11534611
2075	0000206c	8300	40208f33	1075875635
2076	00002070	8304	00120213	1180179
2077	00002074	8308	00200293	2097811
2078	00002078	8312	fe5214e3	4266792163
2079	0000207c	8316	00200e93	2100883
2080	00002080	8320	2fd00193	802161043
2081	00002084	8324	4fdf12e3	1340019427
2082	00002088	8328	00000213	 531
2083	0000208c	8332	00e00093	14680211
2084	00002090	8336	00000013	  19
2085	00002094	8340	00b00113	11534611
2086	00002098	8344	00000013	  19
2087	0000209c	8348	40208f33	1075875635
2088	000020a0	8352	00120213	1180179
